data,valores,pedidos,temp_max,temp_min,temp_media,umid_max,umid_min,umid_mediana,rad_min,rad_max,rad_mediana,vento_raj_max,vento_vel_media,precipitacao_total,dia_semana_num,dia_semana_binario,day_of_year,mes,trimestre,Chuva_aberta,dia_mes,feriado,vespera_feriado,semana_ano
2022-10-27,2941.68,103.0,27.9,17.5,22.2,100.0,31.0,69.5,2.0,3607.3,2011.7,9.8,2.0,0.0,3.0,0.0,300,10,4,0.0,27.0,0,0,43
2022-10-28,3450.91,120.0,30.3,10.2,19.96,100.0,31.0,69.0,8.5,3694.0,2272.15,6.0,0.97,0.0,4.0,0.0,301,10,4,0.0,28.0,0,0,43
2022-10-29,3953.96,135.0,32.4,14.5,22.89,100.0,43.0,70.5,9.7,2700.9,1594.7,11.5,2.19,0.0,5.0,1.0,302,10,4,0.0,29.0,0,0,43
2022-10-30,6211.31,202.0,32.3,20.9,25.96,96.0,42.0,61.0,3.7,2898.3,1160.45,13.9,2.69,2.2,6.0,1.0,303,10,4,2.2,30.0,0,0,43
2022-10-31,477.26,15.0,22.4,9.7,13.42,100.0,76.0,98.0,0.1,544.5,283.05,12.0,2.72,19.8,0.0,0.0,304,10,4,4.6,31.0,0,0,44
2022-11-01,998.14,29.0,18.2,6.0,11.93,100.0,36.0,66.5,12.3,3784.3,2316.35,7.6,2.02,0.2,1.0,0.0,305,11,4,0.0,1.0,0,1,44
2022-11-02,4670.32,150.0,21.2,5.1,13.16,100.0,32.0,68.0,12.5,3604.3,2378.35,8.0,1.35,0.0,2.0,0.0,306,11,4,0.0,2.0,1,0,44
2022-11-03,2202.45,77.0,24.6,6.7,15.75,100.0,25.0,67.5,13.4,3623.3,2365.45,7.5,1.47,0.0,3.0,0.0,307,11,4,0.0,3.0,0,0,44
2022-11-04,2056.93,72.0,23.1,12.5,17.41,86.0,39.0,66.0,12.8,3484.9,2155.15,10.6,2.94,0.0,4.0,0.0,308,11,4,0.0,4.0,0,0,44
2022-11-05,3550.71,111.0,24.9,11.3,18.18,100.0,34.0,63.0,16.4,3617.9,2314.95,11.4,3.03,0.0,5.0,1.0,309,11,4,0.0,5.0,0,0,44
2022-11-06,5879.38,172.0,25.4,13.6,19.22,99.0,36.0,65.5,17.3,3590.4,2299.85,11.3,3.84,0.0,6.0,1.0,310,11,4,0.0,6.0,0,0,44
2022-11-07,2176.14,73.0,24.4,13.3,18.33,100.0,39.0,67.0,15.9,3201.3,1887.35,10.6,3.33,0.0,0.0,0.0,311,11,4,0.0,7.0,0,0,45
2022-11-08,1951.93,66.0,24.9,13.7,18.43,95.0,43.0,72.0,15.5,3269.5,1870.0,10.6,2.94,0.0,1.0,0.0,312,11,4,0.0,8.0,0,0,45
2022-11-09,2790.65,98.0,25.5,13.0,19.2,100.0,43.0,67.0,19.7,3619.9,2367.75,11.0,3.0,0.2,2.0,0.0,313,11,4,0.2,9.0,0,0,45
2022-11-10,2465.4,90.0,29.1,13.6,20.76,100.0,29.0,68.5,23.6,3361.2,1960.9,8.5,2.47,0.0,3.0,0.0,314,11,4,0.0,10.0,0,0,45
2022-11-11,2036.54,78.0,24.3,16.9,19.98,99.0,50.0,81.5,48.1,1749.6,519.6,10.1,2.52,0.4,4.0,0.0,315,11,4,0.0,11.0,0,0,45
2022-11-12,3335.3,111.0,30.6,16.2,22.91,100.0,48.0,76.0,14.0,3182.9,1433.2,10.3,1.75,0.0,5.0,1.0,316,11,4,0.0,12.0,0,0,45
2022-11-13,2347.64,78.0,24.4,17.9,20.63,100.0,65.0,98.0,1.3,626.4,343.7,9.0,1.49,19.4,6.0,1.0,317,11,4,19.4,13.0,0,0,45
2022-11-14,1958.05,66.0,26.2,15.2,20.47,100.0,41.0,88.0,0.0,3412.0,889.15,13.0,2.05,13.2,0.0,0.0,318,11,4,12.6,14.0,0,1,46
2022-11-15,5484.14,170.0,28.5,16.8,22.82,89.0,29.0,48.0,21.8,3417.2,2395.5,8.7,1.61,0.0,1.0,0.0,319,11,4,0.0,15.0,1,0,46
2022-11-16,3073.16,103.0,30.8,12.7,22.3,100.0,27.0,50.0,24.0,3635.0,2418.55,6.2,1.06,0.0,2.0,0.0,320,11,4,0.0,16.0,0,0,46
2022-11-17,3199.63,103.0,31.7,13.8,23.44,100.0,24.0,47.0,0.1,3751.1,1997.5,8.8,1.78,0.0,3.0,0.0,321,11,4,0.0,17.0,0,0,46
2022-11-18,4224.92,125.0,33.1,13.5,24.21,89.0,23.0,48.0,0.6,3732.9,2142.5,8.0,2.22,0.0,4.0,0.0,322,11,4,0.0,18.0,0,0,46
2022-11-19,4860.24,131.0,34.5,17.1,25.81,89.0,22.0,47.0,0.1,3682.1,2119.4,8.5,2.43,0.0,5.0,1.0,323,11,4,0.0,19.0,0,0,46
2022-11-20,6926.49,190.0,34.9,18.1,26.96,92.0,30.0,48.0,31.2,3300.2,2032.85,7.4,2.11,0.0,6.0,1.0,324,11,4,0.0,20.0,0,0,46
2022-11-21,1925.16,66.0,29.0,20.7,23.94,89.0,45.0,73.0,7.9,2025.6,879.25,10.2,1.52,0.0,0.0,0.0,325,11,4,0.0,21.0,0,0,47
2022-11-22,2031.97,70.0,25.5,19.3,21.27,100.0,59.0,95.5,3.0,1500.1,833.1,7.0,1.26,9.0,1.0,0.0,326,11,4,0.0,22.0,0,0,47
2022-11-23,2076.36,68.0,27.1,14.8,20.84,100.0,37.0,65.0,3.2,3417.8,2171.1,7.3,1.57,0.0,2.0,0.0,327,11,4,0.0,23.0,0,0,47
2022-11-24,2860.77,91.0,30.2,12.4,21.22,100.0,31.0,74.0,4.2,3784.3,2150.4,8.7,1.53,0.0,3.0,0.0,328,11,4,0.0,24.0,0,0,47
2022-11-25,3188.12,101.0,30.8,14.5,23.29,100.0,29.0,62.0,5.2,3792.9,2169.5,10.9,2.36,0.0,4.0,0.0,329,11,4,0.0,25.0,0,0,47
2022-11-26,3706.3,120.0,29.4,17.1,23.07,96.0,37.0,62.0,9.1,3627.9,2030.9,12.6,3.44,0.0,5.0,1.0,330,11,4,0.0,26.0,0,0,47
2022-11-27,5183.98,165.0,30.7,19.8,24.43,95.0,47.0,69.5,9.5,3091.4,1710.9,12.7,3.62,0.0,6.0,1.0,331,11,4,0.0,27.0,0,0,47
2022-11-28,2689.7,88.0,29.9,17.9,23.79,100.0,40.0,69.0,10.2,3747.2,2188.0,12.9,3.85,0.0,0.0,0.0,332,11,4,0.0,28.0,0,0,48
2022-11-29,2806.47,92.0,31.1,18.7,24.36,97.0,46.0,71.0,11.9,3703.3,2127.9,13.1,3.35,0.0,1.0,0.0,333,11,4,0.0,29.0,0,0,48
2022-11-30,3379.97,99.0,33.0,19.0,25.46,100.0,40.0,71.0,15.0,3687.6,2137.2,10.7,3.01,0.0,2.0,0.0,334,11,4,0.0,30.0,0,0,48
2022-12-01,4148.71,138.0,34.3,19.8,26.59,100.0,30.0,69.0,7.4,3503.9,2025.7,9.0,1.59,0.0,3.0,0.0,335,12,4,0.0,1.0,0,0,48
2022-12-02,3096.24,100.0,34.9,19.5,25.25,100.0,38.0,77.5,32.7,3213.1,1131.4,13.3,1.24,0.6,4.0,0.0,336,12,4,0.6,2.0,0,0,48
2022-12-03,3528.08,108.0,32.1,21.6,25.35,100.0,50.0,85.5,13.8,3669.8,602.7,7.5,1.64,1.0,5.0,1.0,337,12,4,0.0,3.0,0,0,48
2022-12-04,3955.78,123.0,29.7,20.2,23.3,100.0,65.0,96.0,8.8,2314.9,367.1,10.0,1.77,23.0,6.0,1.0,338,12,4,23.0,4.0,0,0,48
2022-12-05,3670.31,111.0,30.1,19.4,24.04,100.0,55.0,90.0,15.9,3357.1,1407.5,9.1,1.95,0.0,0.0,0.0,339,12,4,0.0,5.0,0,0,49
2022-12-06,3231.41,111.0,31.9,19.6,25.31,100.0,49.0,75.0,15.5,3724.7,2087.4,8.6,2.5,0.0,1.0,0.0,340,12,4,0.0,6.0,0,0,49
2022-12-07,2845.07,101.0,31.3,20.2,25.17,100.0,42.0,75.5,15.0,3805.2,2123.8,8.5,2.56,0.0,2.0,0.0,341,12,4,0.0,7.0,0,0,49
2022-12-08,7026.5,201.0,35.6,18.5,25.69,99.0,32.0,72.5,14.3,3677.3,2008.3,8.0,2.15,0.0,3.0,0.0,342,12,4,0.0,8.0,0,0,49
2022-12-09,4104.7,132.0,36.7,17.4,26.88,100.0,18.0,64.5,14.2,3778.2,2167.4,7.1,1.61,0.0,4.0,0.0,343,12,4,0.0,9.0,0,0,49
2022-12-10,4739.47,140.0,33.9,19.7,26.69,99.0,27.0,60.0,19.7,2969.1,1659.2,7.0,1.54,0.0,5.0,1.0,344,12,4,0.0,10.0,0,0,49
2022-12-11,6437.92,190.0,35.7,21.4,27.51,95.0,25.0,56.0,17.6,3671.4,2132.2,6.4,1.85,0.0,6.0,1.0,345,12,4,0.0,11.0,0,0,49
2022-12-12,3943.46,120.0,36.3,20.2,27.59,87.0,25.0,62.0,4.1,3457.6,1991.0,12.3,2.03,0.0,0.0,0.0,346,12,4,0.0,12.0,0,0,50
2022-12-13,3368.83,111.0,28.2,13.5,22.34,88.0,23.0,56.5,21.2,3908.1,2251.2,11.6,2.36,0.4,1.0,0.0,347,12,4,0.0,13.0,0,0,50
2022-12-14,2607.92,85.0,30.1,14.5,22.57,88.0,25.0,52.5,22.3,3868.3,2254.0,8.4,2.12,0.0,2.0,0.0,348,12,4,0.0,14.0,0,0,50
2022-12-15,2695.58,88.0,32.9,14.4,24.03,95.0,27.0,54.0,22.2,3422.6,1886.6,8.1,1.77,0.0,3.0,0.0,349,12,4,0.0,15.0,0,0,50
2022-12-16,2489.57,81.0,28.0,17.3,22.7,86.0,29.0,57.0,28.3,3505.0,1932.6,9.5,3.31,0.0,4.0,0.0,350,12,4,0.0,16.0,0,0,50
2022-12-17,2361.38,77.0,27.7,14.2,21.27,92.0,30.0,56.0,24.1,3828.4,2094.6,11.2,3.04,0.0,5.0,1.0,351,12,4,0.0,17.0,0,0,50
2022-12-18,3263.78,101.0,27.1,17.2,21.53,95.0,51.0,72.0,34.4,3793.5,1521.65,11.7,3.82,1.0,6.0,1.0,352,12,4,0.0,18.0,0,0,50
2022-12-19,2222.61,72.0,27.4,18.3,21.94,92.0,55.0,78.0,19.6,3128.0,1855.9,9.9,3.25,0.0,0.0,0.0,353,12,4,0.0,19.0,0,0,51
2022-12-20,2906.38,92.0,31.3,18.8,24.11,90.0,37.0,75.0,17.6,3810.0,2243.4,12.8,2.72,0.0,1.0,0.0,354,12,4,0.0,20.0,0,0,51
2022-12-21,2516.65,77.0,30.7,18.2,24.11,96.0,40.0,70.0,25.0,3779.9,2222.6,10.6,3.24,0.0,2.0,0.0,355,12,4,0.0,21.0,0,0,51
2022-12-22,2474.02,70.0,32.4,17.5,24.42,96.0,38.0,63.0,25.2,3765.5,2069.3,10.5,3.12,0.0,3.0,0.0,356,12,4,0.0,22.0,0,0,51
2022-12-23,1873.05,66.0,34.7,17.6,25.13,89.0,31.0,60.5,18.5,3621.0,1284.1,11.8,2.69,0.6,4.0,0.0,357,12,4,0.6,23.0,0,0,51
2022-12-24,1513.56,55.0,36.0,18.3,25.9,97.0,27.0,67.0,20.5,3616.4,1395.6,10.2,2.04,5.0,5.0,1.0,358,12,4,5.0,24.0,0,1,51
2022-12-25,,,29.5,21.0,24.9,99.0,45.0,72.0,0.5,3060.2,1277.7,9.3,1.96,0.0,6.0,1.0,359,12,4,0.0,25.0,1,1,51
2022-12-26,2519.9,80.0,27.4,18.7,22.52,97.0,59.0,78.0,13.6,2367.5,707.8,8.6,2.21,0.0,0.0,0.0,360,12,4,0.0,26.0,1,1,52
2022-12-27,1490.58,62.0,25.9,15.8,20.85,98.0,55.0,83.5,21.7,2335.7,1004.2,8.0,1.98,0.6,1.0,0.0,361,12,4,0.6,27.0,1,1,52
2022-12-28,2412.48,88.0,30.2,16.0,21.91,100.0,34.0,75.0,0.0,3754.8,1863.1,8.3,2.0,20.8,2.0,0.0,362,12,4,0.0,28.0,1,1,52
2022-12-29,2384.1,80.0,31.1,17.5,23.57,100.0,18.0,64.0,16.1,3738.1,2345.8,7.8,1.56,0.0,3.0,0.0,363,12,4,0.0,29.0,1,1,52
2022-12-30,3263.53,99.0,33.8,15.7,24.63,100.0,25.0,59.5,17.6,3619.8,2294.3,6.4,1.39,0.0,4.0,0.0,364,12,4,0.0,30.0,1,1,52
2022-12-31,1025.17,40.0,36.3,17.0,27.41,94.0,24.0,49.5,16.7,3729.1,2260.1,6.7,1.5,0.0,5.0,1.0,365,12,4,0.0,31.0,1,1,52
2023-01-01,,,38.5,18.8,27.78,95.0,27.0,65.5,19.5,3382.5,1967.85,12.1,1.83,1.6,6.0,1.0,1,1,1,1.6,1.0,1,0,52
2023-01-02,3236.51,,32.3,22.7,26.84,100.0,51.0,73.0,0.0,2584.6,1580.65,8.6,1.94,6.0,0.0,0.0,2,1,1,0.0,2.0,0,0,1
2023-01-03,2004.2,,30.1,15.8,23.38,97.0,24.0,64.5,12.3,3768.1,2024.2,7.0,1.49,0.0,1.0,0.0,3,1,1,0.0,3.0,0,0,1
2023-01-04,3255.8,88.0,33.5,15.8,24.75,96.0,24.0,57.5,7.4,3729.3,2168.6,6.6,1.21,0.0,2.0,0.0,4,1,1,0.0,4.0,0,0,1
2023-01-05,3151.46,55.0,33.4,16.4,25.47,89.0,25.0,54.0,10.7,3771.6,2242.7,9.0,2.02,0.0,3.0,0.0,5,1,1,0.0,5.0,0,0,1
2023-01-06,3107.03,88.0,31.8,18.3,25.17,91.0,19.0,56.0,9.9,3866.7,2326.7,11.1,2.89,0.0,4.0,0.0,6,1,1,0.0,6.0,0,0,1
2023-01-07,3095.14,85.0,30.7,17.4,24.16,90.0,30.0,56.5,8.7,3818.9,2327.1,10.9,3.22,0.0,5.0,1.0,7,1,1,0.0,7.0,0,0,1
2023-01-08,4961.22,85.0,31.9,17.9,24.5,91.0,37.0,64.0,9.8,3745.8,2280.9,10.3,2.99,0.0,6.0,1.0,8,1,1,0.0,8.0,0,0,1
2023-01-09,3487.42,85.0,33.7,17.0,25.07,96.0,32.0,64.0,8.6,3715.3,2111.0,11.5,2.28,0.0,0.0,0.0,9,1,1,0.0,9.0,0,0,2
2023-01-10,1996.99,135.0,28.5,19.7,22.85,100.0,41.0,84.0,2.7,1531.4,458.4,8.7,2.17,9.8,1.0,0.0,10,1,1,3.8,10.0,0,0,2
2023-01-11,4019.42,90.0,36.1,19.5,26.93,80.0,24.0,57.0,4.8,3717.7,2307.6,6.5,1.7,0.0,2.0,0.0,11,1,1,0.0,11.0,0,0,2
2023-01-12,3319.56,66.0,33.4,21.3,26.47,88.0,39.0,67.0,8.0,3238.3,800.8,9.8,1.43,0.0,3.0,0.0,12,1,1,0.0,12.0,0,0,2
2023-01-13,2276.0,120.0,28.0,20.5,23.99,96.0,51.0,79.0,0.2,1579.5,634.7,8.4,1.73,0.4,4.0,0.0,13,1,1,0.0,13.0,0,0,2
2023-01-14,3535.53,95.0,28.3,17.7,21.82,100.0,51.0,94.0,25.7,3468.6,1147.75,6.1,1.4,1.4,5.0,1.0,14,1,1,0.2,14.0,0,0,2
2023-01-15,4869.79,65.0,31.5,19.5,24.63,100.0,44.0,78.5,50.7,3678.1,1750.75,8.2,2.27,3.6,6.0,1.0,15,1,1,0.2,15.0,0,0,2
2023-01-16,2852.47,95.0,34.2,18.9,26.08,100.0,33.0,78.0,4.2,3682.3,2075.1,7.5,2.06,0.0,0.0,0.0,16,1,1,0.0,16.0,0,0,3
2023-01-17,3340.74,135.0,35.3,20.1,27.28,100.0,35.0,70.0,2.9,3694.3,2291.4,11.4,2.73,0.0,1.0,0.0,17,1,1,0.0,17.0,0,0,3
2023-01-18,3177.23,80.0,32.5,21.4,26.22,94.0,52.0,74.0,1.8,3583.1,1887.3,11.6,3.48,0.0,2.0,0.0,18,1,1,0.0,18.0,0,0,3
2023-01-19,2421.49,95.0,33.4,22.4,27.23,97.0,45.0,74.5,2.1,3347.2,540.75,9.9,3.0,0.0,3.0,0.0,19,1,1,0.0,19.0,0,0,3
2023-01-20,4167.77,88.0,35.5,21.4,27.74,98.0,35.0,70.0,0.0,3647.6,2268.0,10.1,2.43,0.0,4.0,0.0,20,1,1,0.0,20.0,0,0,3
2023-01-21,2490.26,70.0,34.2,21.7,25.25,100.0,47.0,87.5,1.1,3096.5,463.7,11.3,1.94,33.0,5.0,1.0,21,1,1,33.0,21.0,0,0,3
2023-01-22,7054.07,121.0,33.8,21.6,26.83,100.0,36.0,83.0,35.5,3700.1,2124.2,5.7,1.29,0.2,6.0,1.0,22,1,1,0.0,22.0,0,0,3
2023-01-23,2976.92,73.0,36.0,20.3,27.04,100.0,23.0,71.5,34.7,3703.0,2384.9,6.5,1.34,0.0,0.0,0.0,23,1,1,0.0,23.0,0,0,4
2023-01-24,2290.52,201.0,37.3,20.1,27.5,100.0,25.0,66.5,37.8,3704.5,2267.0,6.5,1.47,0.0,1.0,0.0,24,1,1,0.0,24.0,0,0,4
2023-01-25,2830.6,81.0,35.4,21.8,27.89,99.0,44.0,67.5,37.0,3553.4,1529.1,7.0,2.08,0.0,2.0,0.0,25,1,1,0.0,25.0,0,0,4
2023-01-26,2232.82,68.0,34.0,21.7,25.42,100.0,50.0,89.0,42.4,3040.2,614.5,7.5,2.14,5.0,3.0,0.0,26,1,1,5.0,26.0,0,0,4
2023-01-27,3118.34,85.0,35.7,20.1,26.33,100.0,42.0,91.0,28.5,3600.3,2234.35,8.7,1.46,0.2,4.0,0.0,27,1,1,0.0,27.0,0,0,4
2023-01-28,3510.05,65.0,36.9,21.1,26.46,100.0,40.0,87.0,2.9,3362.7,1435.45,11.9,1.72,6.6,5.0,1.0,28,1,1,6.6,28.0,0,0,4
2023-01-29,5174.37,92.0,32.4,21.0,25.6,100.0,43.0,88.0,26.9,3616.4,2365.8,7.9,1.78,0.4,6.0,1.0,29,1,1,0.0,29.0,0,0,4
2023-01-30,2738.99,101.0,32.7,19.9,26.17,100.0,37.0,73.0,41.4,3848.4,2324.85,10.0,2.11,0.0,0.0,0.0,30,1,1,0.0,30.0,0,0,5
2023-01-31,3062.16,145.0,35.7,19.2,27.21,100.0,24.0,69.5,26.5,3725.8,2343.55,6.0,1.27,0.0,1.0,0.0,31,1,1,0.0,31.0,0,0,5
2023-02-01,3757.39,79.0,36.4,18.7,27.64,99.0,30.0,64.0,25.4,3649.7,2309.55,8.3,1.51,0.0,2.0,0.0,32,2,1,0.0,1.0,0,0,5
2023-02-02,2107.97,86.0,34.7,20.2,26.29,100.0,47.0,82.0,16.7,3613.2,748.9,16.6,2.44,19.0,3.0,0.0,33,2,1,19.0,2.0,0,0,5
2023-02-03,1944.81,111.0,29.3,20.5,23.73,100.0,58.0,93.5,34.3,2604.8,533.15,6.3,1.52,9.2,4.0,0.0,34,2,1,2.6,3.0,0,0,5
2023-02-04,2855.95,62.0,28.5,19.9,23.11,100.0,43.0,79.5,23.1,3304.9,1051.9,7.0,1.35,0.0,5.0,1.0,35,2,1,0.0,4.0,0,0,5
2023-02-05,4305.52,55.0,29.2,15.2,22.06,98.0,40.0,71.0,37.9,3681.3,2389.45,6.6,1.18,0.0,6.0,1.0,36,2,1,0.0,5.0,0,0,5
2023-02-06,2684.58,81.0,32.3,16.5,24.32,100.0,34.0,73.0,19.4,3732.4,2325.2,7.3,1.1,0.0,0.0,0.0,37,2,1,0.0,6.0,0,0,6
2023-02-07,3250.91,125.0,34.7,17.7,25.63,100.0,27.0,74.0,11.3,2785.9,1723.85,5.4,1.28,0.0,1.0,0.0,38,2,1,0.0,7.0,0,0,6
2023-02-08,3478.97,72.0,36.9,18.6,27.04,100.0,24.0,61.0,11.4,2852.9,1712.25,5.3,1.5,0.0,2.0,0.0,39,2,1,0.0,8.0,0,0,6
2023-02-09,3095.08,93.0,33.2,20.5,26.07,98.0,43.0,66.5,13.7,3088.5,1552.8,15.7,1.89,1.6,3.0,0.0,40,2,1,0.0,9.0,0,0,6
2023-02-10,2593.05,98.0,35.5,21.5,27.77,99.0,33.0,77.0,13.6,3461.7,2170.8,6.2,1.61,0.0,4.0,0.0,41,2,1,0.0,10.0,0,0,6
2023-02-11,3723.12,88.0,36.6,18.3,27.69,96.0,23.0,52.5,10.5,3476.7,2253.55,7.0,1.6,0.0,5.0,1.0,42,2,1,0.0,11.0,0,0,6
2023-02-12,4388.35,75.0,37.5,18.3,28.45,94.0,20.0,57.0,10.9,3515.4,2200.05,7.6,1.58,0.0,6.0,1.0,43,2,1,0.0,12.0,0,0,6
2023-02-13,2383.3,111.0,39.0,18.9,29.09,99.0,22.0,49.0,11.7,3315.9,1838.5,8.6,1.91,0.0,0.0,0.0,44,2,1,0.0,13.0,0,0,7
2023-02-14,1504.15,125.0,36.5,20.3,28.2,100.0,41.0,63.0,0.5,3209.9,1287.9,14.3,2.06,40.2,1.0,0.0,45,2,1,40.2,14.0,0,0,7
2023-02-15,2427.45,65.0,30.9,20.9,24.58,100.0,48.0,84.0,11.3,2935.2,1587.5,4.4,1.0,0.2,2.0,0.0,46,2,1,0.0,15.0,0,0,7
2023-02-16,2292.6,48.0,33.6,19.8,25.81,100.0,39.0,86.5,7.4,3290.2,1657.9,8.2,1.68,0.0,3.0,0.0,47,2,1,0.0,16.0,0,0,7
2023-02-17,1005.98,65.0,27.6,15.5,19.01,100.0,37.0,93.0,3.2,3207.0,657.1,14.9,1.8,5.8,4.0,0.0,48,2,1,0.0,17.0,0,0,7
2023-02-18,1436.71,65.0,22.1,8.7,15.5,88.0,34.0,55.5,5.3,3650.3,2330.6,8.4,1.7,0.0,5.0,1.0,49,2,1,0.0,18.0,0,0,7
2023-02-19,2340.6,33.0,25.9,8.2,16.4,100.0,37.0,79.0,3.3,3624.8,1995.25,12.3,2.17,0.0,6.0,1.0,50,2,1,0.0,19.0,0,0,7
2023-02-20,1570.16,48.0,25.3,16.9,20.54,88.0,60.0,71.0,22.8,2464.9,931.05,7.4,2.37,0.0,0.0,0.0,51,2,1,0.0,20.0,0,0,8
2023-02-21,3287.95,65.0,29.4,17.1,21.84,100.0,48.0,87.5,0.2,3472.6,1347.1,6.5,1.61,0.0,1.0,0.0,52,2,1,0.0,21.0,0,0,8
2023-02-22,2257.88,50.0,31.0,17.2,23.9,100.0,42.0,75.5,3.0,3376.7,2012.75,7.8,2.24,0.0,2.0,0.0,53,2,1,0.0,22.0,0,0,8
2023-02-23,1536.67,100.0,33.2,19.0,24.13,100.0,50.0,76.0,33.7,2939.0,1154.6,9.3,2.15,0.8,3.0,0.0,54,2,1,0.8,23.0,0,0,8
2023-02-24,1860.63,65.0,29.2,20.6,23.44,100.0,54.0,93.5,0.2,2812.7,936.2,9.4,1.12,2.6,4.0,0.0,55,2,1,0.0,24.0,0,0,8
2023-02-25,2553.25,50.0,30.6,17.0,22.72,100.0,52.0,88.5,1.8,3408.7,1249.6,13.7,1.81,30.0,5.0,1.0,56,2,1,11.2,25.0,0,0,8
2023-02-26,4925.88,60.0,33.1,18.1,24.83,100.0,35.0,86.5,20.6,3420.2,2093.9,5.7,1.09,0.2,6.0,1.0,57,2,1,0.0,26.0,0,0,8
2023-02-27,1627.5,71.0,31.8,18.4,24.82,100.0,50.0,77.0,53.4,3312.3,2086.6,5.3,1.57,0.0,0.0,0.0,58,2,1,0.0,27.0,0,0,9
2023-02-28,2300.48,141.0,32.5,18.5,25.47,100.0,45.0,73.0,57.0,3276.1,2177.0,8.9,1.78,0.0,1.0,0.0,59,2,1,0.0,28.0,0,0,9
2023-03-01,2338.24,51.0,33.9,18.6,25.32,100.0,43.0,76.0,0.0,3575.9,1972.6,10.2,1.68,0.0,2.0,0.0,60,3,1,0.0,1.0,0,0,9
2023-03-02,1499.59,65.0,28.8,19.5,23.38,99.0,62.0,81.5,0.1,2114.1,731.45,7.3,1.37,1.2,3.0,0.0,61,3,1,1.2,2.0,0,0,9
2023-03-03,1620.76,73.0,26.3,21.2,23.38,100.0,78.0,88.5,28.0,1543.8,495.8,5.5,1.55,0.8,4.0,0.0,62,3,1,0.8,3.0,0,0,9
2023-03-04,1353.28,48.0,29.5,20.7,23.46,100.0,62.0,100.0,2.7,2474.3,599.9,10.2,1.33,32.6,5.0,1.0,63,3,1,30.8,4.0,0,0,9
2023-03-05,3655.86,52.0,28.9,18.3,23.23,100.0,57.0,96.0,33.8,3112.2,1816.6,6.8,1.32,0.2,6.0,1.0,64,3,1,0.0,5.0,0,0,9
2023-03-06,1849.19,43.0,27.6,17.7,22.45,100.0,68.0,86.5,4.8,2179.5,1472.15,7.0,1.66,0.2,0.0,0.0,65,3,1,0.2,6.0,0,0,10
2023-03-07,1969.26,103.0,31.0,20.4,24.28,100.0,55.0,99.0,14.8,2760.5,1123.6,5.9,0.96,1.4,1.0,0.0,66,3,1,0.0,7.0,0,0,10
2023-03-08,3757.34,57.0,33.5,20.6,26.93,100.0,41.0,76.0,223.0,3216.1,1790.7,5.2,1.11,0.0,2.0,0.0,67,3,1,0.0,8.0,0,0,10
2023-03-09,2630.87,59.0,33.1,20.4,26.91,100.0,48.0,71.0,31.7,3194.1,2023.2,5.1,1.37,0.0,3.0,0.0,68,3,1,0.0,9.0,0,0,10
2023-03-10,2394.8,103.0,32.6,22.2,26.12,100.0,46.0,87.0,11.2,3195.4,1738.3,6.3,1.78,0.0,4.0,0.0,69,3,1,0.0,10.0,0,0,10
2023-03-11,2882.31,78.0,32.8,22.3,26.4,100.0,47.0,83.0,8.6,3168.7,1739.4,8.0,1.92,0.0,5.0,1.0,70,3,1,0.0,11.0,0,0,10
2023-03-12,3722.06,57.0,32.0,21.1,26.11,100.0,51.0,76.0,17.5,3192.1,2030.1,9.3,2.58,0.0,6.0,1.0,71,3,1,0.0,12.0,0,0,10
2023-03-13,3666.02,88.0,32.8,21.0,26.65,100.0,50.0,77.0,31.7,3194.6,2019.3,8.5,2.6,0.0,0.0,0.0,72,3,1,0.0,13.0,0,0,11
2023-03-14,1986.73,150.0,33.2,21.1,26.97,100.0,45.0,74.5,26.9,2983.0,1296.8,7.6,2.01,0.0,1.0,0.0,73,3,1,0.0,14.0,0,0,11
2023-03-15,1837.19,108.0,33.8,23.3,27.19,95.0,48.0,71.0,1.5,2731.8,1070.0,6.7,1.85,0.0,2.0,0.0,74,3,1,0.0,15.0,0,0,11
2023-03-16,1684.75,59.0,32.8,22.7,25.77,100.0,52.0,93.0,8.1,2974.9,318.5,7.8,1.35,4.6,3.0,0.0,75,3,1,1.2,16.0,0,0,11
2023-03-17,3008.83,52.0,35.3,21.1,27.41,100.0,43.0,71.5,29.3,3102.9,1454.3,8.9,1.5,0.0,4.0,0.0,76,3,1,0.0,17.0,0,0,11
2023-03-18,3657.39,47.0,34.1,21.5,27.19,100.0,51.0,75.0,22.3,3034.0,931.0,5.3,1.33,0.0,5.0,1.0,77,3,1,0.0,18.0,0,0,11
2023-03-19,5819.97,82.0,35.5,21.0,27.22,100.0,39.0,85.0,16.5,2994.9,1797.2,6.2,1.13,0.0,6.0,1.0,78,3,1,0.0,19.0,0,0,11
2023-03-20,2297.86,92.0,35.6,20.8,26.6,100.0,43.0,79.5,20.0,3090.6,1176.2,6.7,1.33,0.0,0.0,0.0,79,3,1,0.0,20.0,0,0,12
2023-03-21,1674.83,143.0,30.6,20.9,24.88,100.0,60.0,83.0,13.8,2529.7,1345.2,8.4,2.29,0.0,1.0,0.0,80,3,1,0.0,21.0,0,0,12
2023-03-22,2280.76,57.0,31.6,20.3,25.25,98.0,53.0,82.0,8.6,3006.7,1341.1,9.5,2.74,0.0,2.0,0.0,81,3,1,0.0,22.0,0,0,12
